"ID";"system_object_id";"Name";"NumberOfPersons";"global_id";"Year";"Month";
"1708";"";"Александра";"184";"171626656";"2016";"июнь";
"1709";"";"Ксения";"178";"171626657";"2016";"июнь";
"1710";"";"Елизавета";"172";"171626658";"2016";"июнь";
"1801";"";"Мария";"266";"272397838";"2016";"июль";
"1802";"";"Анна";"242";"272397839";"2016";"июль";
"1803";"";"Виктория";"238";"272397842";"2016";"июль";
"1804";"";"Анастасия";"219";"272397843";"2016";"июль";
"1805";"";"София";"217";"272397844";"2016";"июль";
"1806";"";"Алиса";"203";"272397845";"2016";"июль";
"1807";"";"Александра";"199";"272397846";"2016";"июль";
"1808";"";"Полина";"193";"272397847";"2016";"июль";
"1809";"";"Дарья";"171";"272397848";"2016";"июль";
"1810";"";"Елизавета";"169";"272397849";"2016";"июль";
"1901";"";"Мария";"260";"273024750";"2016";"август";
"1902";"";"Анна";"256";"273024752";"2016";"август";
"1903";"";"София";"249";"273024755";"2016";"август";
"1904";"";"Анастасия";"222";"273024757";"2016";"август";
"1905";"";"Виктория";"219";"273024758";"2016";"август";
"1906";"";"Алиса";"203";"273025437";"2016";"август";
"1907";"";"Полина";"199";"273025438";"2016";"август";
"1908";"";"Дарья";"192";"273025439";"2016";"август";
"1909";"";"Александра";"185";"273025440";"2016";"август";
"1910";"";"Елизавета";"177";"273025441";"2016";"август";
"1911";"";"Мария";"303";"279024323";"2016";"сентябрь";
"1912";"";"София";"257";"279024341";"2016";"сентябрь";
"1913";"";"Виктория";"207";"279024356";"2016";"сентябрь";
"1914";"";"Анна";"198";"279024368";"2016";"сентябрь";
"1915";"";"Полина";"197";"279024380";"2016";"сентябрь";
"1916";"";"Елизавета";"189";"279024398";"2016";"сентябрь";
"1917";"";"Анастасия";"183";"279024411";"2016";"сентябрь";
"1918";"";"Алиса";"168";"279024595";"2016";"сентябрь";
"1919";"";"Арина";"158";"279024607";"2016";"сентябрь";
"1920";"";"Дарья";"153";"279024622";"2016";"сентябрь";
"2101";"";"София";"284";"281754950";"2016";"октябрь";
"2102";"";"Мария";"279";"281754951";"2016";"октябрь";
"2103";"";"Анна";"222";"281754952";"2016";"октябрь";
"2104";"";"Виктория";"188";"281754953";"2016";"октябрь";
"2105";"";"Полина";"188";"281754954";"2016";"октябрь";
"2106";"";"Анастасия";"185";"281754955";"2016";"октябрь";
"2107";"";"Алиса";"185";"281754956";"2016";"октябрь";
"2108";"";"Александра";"163";"281754957";"2016";"октябрь";
"2109";"";"Дарья";"152";"281754958";"2016";"октябрь";
"2110";"";"Екатерина";"152";"281754959";"2016";"октябрь";
"2201";"";"София, Софья";"317";"282261876";"2016";"ноябрь";
"2202";"";"Мария";"251";"282261881";"2016";"ноябрь";
"2203";"";"Анна";"236";"282261887";"2016";"ноябрь";
"2204";"";"Анастасия";"217";"282261893";"2016";"ноябрь";
"2205";"";"Виктория";"215";"282261899";"2016";"ноябрь";
"2206";"";"Полина";"214";"282261904";"2016";"ноябрь";
"2207";"";"Алиса";"197";"282261909";"2016";"ноябрь";
"2208";"";"Елизавета";"178";"282261915";"2016";"ноябрь";
"2209";"";"Варвара";"161";"282261923";"2016";"ноябрь";
"2210";"";"Александра";"152";"282261930";"2016";"ноябрь";
